id,gender,has_car_and_property,income_type,family_status,housing_type,occupation_type,amount_income_total
5888816,Female,1,Commercial associate,Married,House / apartment,Sales staff,157500.0
6158864,Female,1,Working,Married,With parents,Core staff,270000.0
5508892,Female,1,Working,Married,House / apartment,Medicine staff,72000.0
6591145,Female,1,Working,Married,House / apartment,Waiters/barmen staff,135000.0
5837239,Male,1,Commercial associate,Married,House / apartment,Sales staff,405000.0
6409195,Female,1,Working,Single / not married,House / apartment,Sales staff,90000.0
5978984,Female,1,Working,Married,House / apartment,High skill tech staff,157500.0
6801138,Female,1,Commercial associate,Married,House / apartment,Sales staff,135000.0
5113888,Male,1,Working,Married,House / apartment,Security staff,162000.0
7586479,Female,1,Working,Married,House / apartment,High skill tech staff,202500.0
5791959,Female,1,State servant,Married,House / apartment,Core staff,292500.0
6423960,Female,1,Commercial associate,Married,House / apartment,Core staff,837000.0
6842582,Male,1,Commercial associate,Married,House / apartment,Sales staff,202500.0
6100545,Male,1,Working,Single / not married,House / apartment,Security staff,360000.0
5508889,Female,1,Working,Married,House / apartment,Medicine staff,72000.0
6539600,Female,1,Working,Married,Municipal apartment,Sales staff,180000.0
5971253,Female,1,Commercial associate,Separated,House / apartment,Private service staff,270000.0
5866913,Female,1,Working,Married,House / apartment,Core staff,292500.0
6727985,Female,1,Working,Married,House / apartment,Sales staff,112500.0
5585784,Male,1,Commercial associate,Civil marriage,With parents,Sales staff,414000.0
6498337,Male,1,Commercial associate,Married,House / apartment,Sales staff,225000.0
5776470,Female,1,Commercial associate,Married,House / apartment,Sales staff,180000.0
6520259,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,166500.0
6457007,Female,1,State servant,Married,House / apartment,Core staff,157500.0
6498340,Male,1,Commercial associate,Married,House / apartment,Sales staff,225000.0
6288148,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,202500.0
6115561,Female,1,Commercial associate,Married,House / apartment,High skill tech staff,157500.0
5998449,Male,1,Commercial associate,Married,House / apartment,Sales staff,211500.0
6046377,Male,1,Working,Married,House / apartment,High skill tech staff,225000.0
6391472,Male,1,Working,Married,House / apartment,High skill tech staff,450000.0
6089556,Female,1,Working,Single / not married,House / apartment,High skill tech staff,121500.0
5236028,Male,1,Working,Single / not married,House / apartment,High skill tech staff,256500.0
6152565,Female,1,Working,Married,House / apartment,Sales staff,225000.0
5760606,Female,1,Working,Married,House / apartment,Sales staff,630000.0
6686001,Female,1,Commercial associate,Married,House / apartment,Core staff,202500.0
6409193,Female,1,Working,Single / not married,House / apartment,Sales staff,90000.0
6372698,Male,1,Commercial associate,Single / not married,House / apartment,High skill tech staff,247500.0
6498371,Female,1,Working,Married,House / apartment,Sales staff,163350.0
6604645,Male,1,Commercial associate,Single / not married,House / apartment,Core staff,1350000.0
6233766,Female,1,Commercial associate,Single / not married,Municipal apartment,Sales staff,157500.0
5113412,Male,1,Commercial associate,Single / not married,House / apartment,Sales staff,450000.0
6737247,Male,1,Working,Married,House / apartment,Core staff,184500.0
6363495,Female,1,Working,Married,House / apartment,Sales staff,189000.0
6152052,Male,1,Working,Married,House / apartment,High skill tech staff,157500.0
5625861,Male,1,Commercial associate,Separated,House / apartment,Core staff,243000.0
5028378,Male,1,Working,Married,House / apartment,Sales staff,135000.0
6742904,Male,1,Working,Married,House / apartment,Cleaning staff,180000.0
5542497,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,211500.0
5841072,Female,1,Working,Married,House / apartment,Core staff,292500.0
5993173,Female,1,Working,Separated,House / apartment,Core staff,225000.0
6242325,Female,1,Working,Single / not married,House / apartment,Sales staff,540000.0
6098733,Male,1,Working,Married,House / apartment,High skill tech staff,180000.0
6297580,Male,1,Working,Married,House / apartment,High skill tech staff,157500.0
5970842,Female,1,Commercial associate,Married,House / apartment,Medicine staff,112500.0
6723153,Male,1,Working,Married,Rented apartment,High skill tech staff,135000.0
5742911,Female,1,Commercial associate,Married,House / apartment,Core staff,225000.0
6052436,Female,1,Working,Married,House / apartment,High skill tech staff,112500.0
5759639,Female,1,Working,Married,House / apartment,Core staff,72000.0
5877015,Female,1,Working,Married,House / apartment,Sales staff,202500.0
5197224,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,202500.0
5010862,Male,1,Commercial associate,Married,House / apartment,Core staff,450000.0
5853846,Male,1,Commercial associate,Married,House / apartment,Core staff,256500.0
6093791,Female,1,Working,Married,House / apartment,Core staff,157500.0
5808200,Male,1,Commercial associate,Single / not married,House / apartment,Sales staff,148500.0
5938456,Female,1,Working,Single / not married,House / apartment,Sales staff,247500.0
6689239,Female,1,State servant,Separated,House / apartment,Medicine staff,360000.0
5627748,Male,1,Working,Married,House / apartment,Core staff,405000.0
6636792,Female,1,Working,Separated,House / apartment,Core staff,225000.0
5296556,Female,1,State servant,Married,House / apartment,Core staff,180000.0
6098820,Female,1,Working,Civil marriage,With parents,Cleaning staff,90000.0
5464913,Male,1,State servant,Civil marriage,Rented apartment,High skill tech staff,202500.0
5465471,Female,1,Commercial associate,Married,House / apartment,Core staff,180000.0
5680602,Female,1,State servant,Married,House / apartment,Core staff,67500.0
6602356,Female,1,Working,Married,House / apartment,Sales staff,270000.0
5537520,Female,1,Working,Married,House / apartment,Core staff,112500.0
5066486,Female,1,Working,Married,House / apartment,Medicine staff,166500.0
5549107,Male,1,Commercial associate,Married,House / apartment,Sales staff,315000.0
5021291,Female,1,Commercial associate,Married,House / apartment,Core staff,180000.0
5907026,Male,1,Working,Single / not married,House / apartment,Core staff,180000.0
5797383,Female,1,Working,Married,House / apartment,Sales staff,315000.0
5829903,Male,1,State servant,Single / not married,House / apartment,High skill tech staff,292500.0
6372882,Male,1,Commercial associate,Civil marriage,House / apartment,High skill tech staff,315000.0
6140237,Male,1,Working,Married,House / apartment,Security staff,202500.0
6480095,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,292500.0
5971420,Female,1,State servant,Separated,House / apartment,Core staff,243000.0
5707235,Female,1,Commercial associate,Married,House / apartment,High skill tech staff,135000.0
6737032,Male,1,Working,Married,With parents,Cooking staff,157500.0
5189647,Male,1,Working,Single / not married,House / apartment,Sales staff,112500.0
5797390,Female,1,Working,Married,House / apartment,Sales staff,315000.0
5343786,Female,1,State servant,Married,House / apartment,Core staff,157500.0
5549110,Male,1,Commercial associate,Married,House / apartment,Sales staff,315000.0
6204797,Female,1,Commercial associate,Married,House / apartment,Sales staff,247500.0
5236097,Female,1,State servant,Married,House / apartment,Cooking staff,180000.0
5537521,Female,1,Working,Married,House / apartment,Core staff,112500.0
6622677,Female,1,Working,Married,House / apartment,Sales staff,202500.0
5559216,Female,1,Working,Married,House / apartment,Sales staff,112500.0
5062593,Male,1,State servant,Married,House / apartment,Core staff,135000.0
5336419,Male,1,Commercial associate,Civil marriage,House / apartment,Sales staff,202500.0
6291563,Female,1,Working,Married,House / apartment,Sales staff,117000.0
5169487,Female,1,State servant,Married,House / apartment,Core staff,135000.0
6723671,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,450000.0
5891339,Female,1,Commercial associate,Separated,House / apartment,Cleaning staff,315000.0
5464939,Male,1,Working,Married,House / apartment,Sales staff,337500.0
5178342,Male,1,Commercial associate,Married,House / apartment,Core staff,90000.0
6590776,Female,1,Working,Married,With parents,High skill tech staff,180000.0
6686010,Female,1,Commercial associate,Married,House / apartment,Core staff,202500.0
7115561,Female,1,Commercial associate,Married,House / apartment,High skill tech staff,157500.0
5883443,Female,1,Working,Civil marriage,Rented apartment,Medicine staff,112500.0
6519707,Male,1,Working,Married,Rented apartment,Core staff,292500.0
6249104,Female,1,Working,Married,House / apartment,High skill tech staff,270000.0
6126326,Female,1,State servant,Widow,House / apartment,Cooking staff,166500.0
6758324,Female,1,Working,Married,House / apartment,Private service staff,202500.0
6736610,Female,1,Working,Married,House / apartment,Medicine staff,225000.0
5499473,Female,1,Working,Married,House / apartment,Sales staff,270000.0
6115727,Male,1,Working,Single / not married,House / apartment,Sales staff,225000.0
6053664,Female,1,Working,Married,Rented apartment,Sales staff,171000.0
5243599,Female,1,Commercial associate,Civil marriage,House / apartment,Sales staff,157500.0
5384698,Female,1,State servant,Married,House / apartment,Core staff,202500.0
6141049,Female,1,Working,Civil marriage,House / apartment,Sales staff,103500.0
7586793,Male,1,State servant,Married,House / apartment,Core staff,405000.0
6394586,Male,1,Working,Single / not married,House / apartment,Core staff,252000.0
5832722,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,247500.0
6078237,Female,1,Commercial associate,Separated,House / apartment,Sales staff,225000.0
6099163,Female,1,Commercial associate,Married,House / apartment,Sales staff,135000.0
5996635,Male,1,Commercial associate,Civil marriage,House / apartment,Core staff,292500.0
6223786,Female,1,Working,Single / not married,Co-op apartment,Core staff,135000.0
6121778,Male,1,Working,Married,House / apartment,Sales staff,225000.0
7605122,Female,1,Commercial associate,Married,House / apartment,Medicine staff,292500.0
6398256,Female,1,Working,Married,Municipal apartment,Sales staff,135000.0
5917999,Male,1,Commercial associate,Married,House / apartment,Sales staff,180000.0
5618776,Female,1,Working,Married,House / apartment,High skill tech staff,112500.0
5738588,Male,1,Working,Married,House / apartment,Core staff,315000.0
6801094,Male,1,Commercial associate,Married,Municipal apartment,Core staff,270000.0
6277509,Male,1,Commercial associate,Married,House / apartment,Sales staff,202500.0
6234861,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,301500.0
5829922,Female,1,Working,Married,House / apartment,Core staff,256500.0
6078236,Female,1,Commercial associate,Separated,House / apartment,Sales staff,225000.0
5833241,Female,1,Working,Married,Office apartment,Core staff,207000.0
6798780,Male,1,Working,Married,Municipal apartment,Security staff,180000.0
6132458,Female,1,State servant,Married,Rented apartment,Core staff,315000.0
5936326,Male,1,Working,Married,House / apartment,Security staff,40500.0
6115725,Male,1,Working,Single / not married,House / apartment,Sales staff,225000.0
5235622,Male,1,Commercial associate,Married,House / apartment,Sales staff,202500.0
5315155,Female,1,Working,Married,Municipal apartment,Sales staff,135000.0
6233186,Female,1,Commercial associate,Married,House / apartment,Sales staff,202500.0
6539598,Female,1,Working,Married,Municipal apartment,Sales staff,180000.0
5169486,Female,1,State servant,Married,House / apartment,Core staff,135000.0
5548889,Male,1,Commercial associate,Married,Rented apartment,Sales staff,202500.0
5068164,Male,1,Working,Married,Municipal apartment,Security staff,247500.0
5944328,Female,1,Working,Married,House / apartment,High skill tech staff,157500.0
5344114,Female,1,Commercial associate,Married,House / apartment,Cooking staff,112500.0
5829871,Female,1,Working,Married,House / apartment,Core staff,157500.0
6394588,Male,1,Working,Single / not married,House / apartment,Core staff,252000.0
5906008,Female,1,Working,Civil marriage,Co-op apartment,Sales staff,112500.0
5795783,Female,1,Working,Civil marriage,House / apartment,High skill tech staff,360000.0
6153958,Male,1,Working,Single / not married,Municipal apartment,Security staff,90000.0
5224250,Male,1,Commercial associate,Civil marriage,With parents,Core staff,180000.0
6296870,Male,1,Working,Married,House / apartment,Core staff,135000.0
6801149,Female,1,Commercial associate,Married,House / apartment,Sales staff,135000.0
5796120,Male,1,Commercial associate,Civil marriage,House / apartment,Core staff,225000.0
6317857,Female,1,State servant,Married,House / apartment,High skill tech staff,243000.0
6652003,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,180000.0
6132460,Female,1,State servant,Married,Rented apartment,Core staff,315000.0
5709531,Male,1,State servant,Single / not married,House / apartment,Core staff,123750.0
6317833,Female,1,State servant,Married,House / apartment,High skill tech staff,243000.0
6472597,Female,1,State servant,Married,House / apartment,Core staff,360000.0
5796834,Female,1,Working,Married,House / apartment,Sales staff,112500.0
6091380,Female,1,Commercial associate,Single / not married,House / apartment,Cooking staff,135000.0
5625599,Female,1,Commercial associate,Civil marriage,With parents,Private service staff,121500.0
6697772,Female,1,Working,Married,House / apartment,Sales staff,202500.0
6100538,Male,1,Working,Single / not married,House / apartment,Security staff,360000.0
7079796,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,292500.0
5416531,Male,1,State servant,Married,House / apartment,Core staff,585000.0
5731058,Female,1,Working,Married,House / apartment,Core staff,315000.0
5957804,Female,1,Working,Married,House / apartment,Core staff,247500.0
6006659,Female,1,Working,Married,House / apartment,High skill tech staff,180000.0
6730183,Female,1,Working,Married,House / apartment,Private service staff,81000.0
6047390,Male,1,Working,Married,House / apartment,Security staff,211500.0
6158865,Female,1,Working,Married,With parents,Core staff,270000.0
5976545,Male,1,Working,Single / not married,House / apartment,Core staff,225000.0
5416525,Male,1,State servant,Married,House / apartment,Core staff,585000.0
6486144,Male,1,Working,Single / not married,House / apartment,Medicine staff,270000.0
6519200,Female,1,Working,Married,House / apartment,Core staff,90000.0
6318705,Female,1,State servant,Married,House / apartment,High skill tech staff,180000.0
6785870,Female,1,Working,Separated,House / apartment,Core staff,112500.0
6079801,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,292500.0
5113416,Female,1,Commercial associate,Married,House / apartment,Medicine staff,90000.0
6064392,Female,1,Working,Separated,House / apartment,Core staff,225000.0
6263705,Female,1,Commercial associate,Single / not married,House / apartment,Sales staff,450000.0
6837524,Male,1,Working,Married,House / apartment,High skill tech staff,450000.0
5857410,Female,1,Commercial associate,Married,House / apartment,Core staff,135000.0
5062537,Female,1,Commercial associate,Civil marriage,House / apartment,Medicine staff,135000.0
5236031,Male,1,Working,Single / not married,House / apartment,High skill tech staff,256500.0
5453524,Male,1,Commercial associate,Married,House / apartment,Core staff,157500.0
5297524,Male,1,Working,Married,House / apartment,High skill tech staff,270000.0
6292307,Female,1,Working,Married,House / apartment,Medicine staff,202500.0
5727445,Female,1,Working,Married,House / apartment,Core staff,90000.0
5125880,Female,1,Commercial associate,Civil marriage,House / apartment,Sales staff,180000.0
5787988,Female,1,Working,Married,House / apartment,Sales staff,315000.0
6006861,Male,1,State servant,Married,House / apartment,Core staff,450000.0
6261453,Female,1,Working,Married,House / apartment,Sales staff,382500.0
5929100,Female,1,Commercial associate,Single / not married,House / apartment,Sales staff,315000.0
5243602,Female,1,Commercial associate,Civil marriage,House / apartment,Sales staff,157500.0
7498288,Female,1,State servant,Single / not married,House / apartment,Core staff,247500.0
5537425,Female,1,Working,Married,House / apartment,Sales staff,112500.0
6242314,Female,1,Working,Single / not married,House / apartment,Sales staff,540000.0
5928688,Female,1,Working,Married,House / apartment,Sales staff,292500.0
6590913,Female,1,State servant,Married,House / apartment,Medicine staff,166500.0
6248378,Female,1,Working,Widow,House / apartment,High skill tech staff,180000.0
5170372,Female,1,Working,Married,House / apartment,Sales staff,270000.0
5888831,Male,1,Commercial associate,Civil marriage,House / apartment,Core staff,135000.0
5743401,Male,1,State servant,Married,House / apartment,Core staff,225000.0
5709266,Female,1,State servant,Married,House / apartment,Medicine staff,292500.0
6078366,Female,1,Commercial associate,Married,House / apartment,Sales staff,247500.0
6429826,Male,1,Commercial associate,Single / not married,With parents,Sales staff,315000.0
7939676,Male,1,Working,Married,House / apartment,Core staff,427500.0
6520482,Male,1,Working,Married,House / apartment,High skill tech staff,207000.0
6297582,Male,1,Working,Married,House / apartment,High skill tech staff,157500.0
6586790,Male,1,State servant,Married,House / apartment,Core staff,405000.0
6394994,Male,1,Working,Single / not married,House / apartment,Core staff,112500.0
5971764,Female,1,Commercial associate,Married,House / apartment,High skill tech staff,360000.0
6539601,Female,1,Working,Married,Municipal apartment,Sales staff,180000.0
5951611,Female,1,Working,Married,House / apartment,Core staff,90000.0
5384700,Female,1,State servant,Married,House / apartment,Core staff,202500.0
5726411,Female,1,Working,Married,House / apartment,Core staff,157500.0
6471623,Male,1,State servant,Married,House / apartment,Core staff,157500.0
5760615,Female,1,Working,Married,House / apartment,Sales staff,630000.0
6591950,Male,1,Working,Married,House / apartment,Security staff,135000.0
5193900,Female,1,Working,Married,House / apartment,Sales staff,67500.0
5934543,Male,1,State servant,Married,House / apartment,Security staff,180000.0
6153722,Female,1,Commercial associate,Civil marriage,Municipal apartment,High skill tech staff,270000.0
6591631,Male,1,State servant,Civil marriage,House / apartment,Core staff,292500.0
6162750,Female,1,Commercial associate,Married,House / apartment,Sales staff,112500.0
5235617,Male,1,Commercial associate,Married,House / apartment,Sales staff,202500.0
5772052,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,225000.0
5678702,Male,1,Commercial associate,Separated,House / apartment,Sales staff,270000.0
5536646,Female,1,Commercial associate,Separated,House / apartment,Sales staff,292500.0
6618649,Female,1,State servant,Married,House / apartment,Core staff,117000.0
5169491,Female,1,State servant,Married,House / apartment,Core staff,135000.0
6272721,Female,1,Commercial associate,Married,House / apartment,Core staff,157500.0
5580168,Female,1,Working,Separated,House / apartment,Sales staff,135000.0
5679809,Female,1,Working,Civil marriage,House / apartment,Core staff,180000.0
6484825,Male,1,Working,Married,House / apartment,Sales staff,315000.0
5236135,Female,1,Working,Single / not married,House / apartment,Sales staff,112500.0
5343409,Female,1,Working,Married,House / apartment,Core staff,202500.0
6586900,Female,1,Working,Married,House / apartment,IT staff,279000.0
6367653,Female,1,Working,Married,House / apartment,Core staff,202500.0
5713746,Male,1,Working,Married,House / apartment,High skill tech staff,270000.0
5738815,Female,1,Working,Separated,House / apartment,Medicine staff,76500.0
5832723,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,247500.0
5537518,Female,1,Working,Married,House / apartment,Core staff,112500.0
6424930,Female,1,Working,Married,House / apartment,Core staff,162000.0
6392011,Female,1,Commercial associate,Civil marriage,House / apartment,Sales staff,166500.0
6741688,Female,1,Working,Married,House / apartment,Sales staff,180000.0
5499769,Female,1,Working,Civil marriage,House / apartment,Core staff,225000.0
6318706,Female,1,State servant,Married,House / apartment,High skill tech staff,180000.0
6078240,Female,1,Commercial associate,Separated,House / apartment,Sales staff,225000.0
6779551,Male,1,State servant,Married,House / apartment,Security staff,94500.0
6317846,Female,1,State servant,Married,House / apartment,High skill tech staff,243000.0
6089304,Female,1,Commercial associate,Single / not married,House / apartment,Sales staff,225000.0
6046989,Female,1,Working,Married,House / apartment,Medicine staff,144000.0
6223291,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,225000.0
5861069,Female,1,State servant,Married,House / apartment,Medicine staff,540000.0
5931990,Male,1,Working,Married,House / apartment,Sales staff,202500.0
6575993,Male,1,Commercial associate,Married,House / apartment,Security staff,94500.0
6763817,Female,1,Working,Married,House / apartment,High skill tech staff,144000.0
6068619,Female,1,Commercial associate,Married,House / apartment,Core staff,157500.0
6423584,Male,1,Working,Separated,With parents,High skill tech staff,189000.0
6498569,Female,1,Commercial associate,Civil marriage,House / apartment,Sales staff,189000.0
5743395,Male,1,State servant,Married,House / apartment,Core staff,225000.0
5548355,Male,1,Commercial associate,Single / not married,House / apartment,Sales staff,382500.0
6630859,Female,1,Commercial associate,Separated,House / apartment,Private service staff,270000.0
6498303,Female,1,Working,Widow,House / apartment,High skill tech staff,180000.0
6048366,Female,1,Working,Married,House / apartment,High skill tech staff,171000.0
6021126,Female,1,Commercial associate,Married,House / apartment,Core staff,180000.0
6053070,Female,1,Commercial associate,Married,House / apartment,Core staff,315000.0
5861002,Female,1,Working,Married,House / apartment,Sales staff,135000.0
6107599,Female,1,Working,Separated,House / apartment,Sales staff,270000.0
5731053,Female,1,Working,Married,House / apartment,Core staff,315000.0
5929928,Male,1,Working,Married,House / apartment,Core staff,418500.0
6089554,Female,1,Working,Single / not married,House / apartment,High skill tech staff,121500.0
6472118,Female,1,Commercial associate,Married,House / apartment,High skill tech staff,112500.0
5785230,Female,1,Working,Single / not married,House / apartment,Cooking staff,202500.0
5029463,Female,1,Commercial associate,Civil marriage,House / apartment,Core staff,112500.0
6472422,Female,1,Working,Married,House / apartment,Sales staff,157500.0
6723146,Male,1,Working,Married,Rented apartment,High skill tech staff,135000.0
5542245,Female,1,Working,Separated,House / apartment,Medicine staff,76500.0
6292203,Female,1,Commercial associate,Civil marriage,House / apartment,High skill tech staff,180000.0
6686003,Female,1,Commercial associate,Married,House / apartment,Core staff,202500.0
5066488,Female,1,Working,Married,House / apartment,Medicine staff,166500.0
6392265,Female,1,Working,Married,House / apartment,Medicine staff,202500.0
6212531,Female,1,Working,Single / not married,House / apartment,High skill tech staff,382500.0
6047128,Female,1,Working,Married,House / apartment,Core staff,112500.0
5317881,Female,1,Commercial associate,Married,House / apartment,Sales staff,360000.0
6054261,Female,1,Commercial associate,Married,House / apartment,High skill tech staff,112500.0
5029461,Female,1,Commercial associate,Civil marriage,House / apartment,Core staff,112500.0
5536653,Female,1,Commercial associate,Separated,House / apartment,Sales staff,292500.0
5580280,Female,1,Commercial associate,Married,House / apartment,High skill tech staff,157500.0
5542023,Female,1,Working,Married,House / apartment,Private service staff,225000.0
6140615,Male,1,Working,Married,House / apartment,IT staff,121500.0
6396001,Female,1,Working,Married,House / apartment,Sales staff,67500.0
7723764,Female,1,Working,Married,House / apartment,Medicine staff,157500.0
5872961,Male,1,Working,Separated,With parents,High skill tech staff,135000.0
7627752,Male,1,Working,Married,House / apartment,Core staff,405000.0
5453525,Male,1,Commercial associate,Married,House / apartment,Core staff,157500.0
6211487,Female,1,Working,Civil marriage,House / apartment,Sales staff,180000.0
6052503,Female,1,Working,Single / not married,House / apartment,High skill tech staff,157500.0
5907022,Male,1,Working,Single / not married,House / apartment,Core staff,180000.0
6153998,Male,1,Pensioner,Married,Municipal apartment,Core staff,270000.0
7415880,Female,1,Commercial associate,Civil marriage,House / apartment,Core staff,256500.0
5235675,Female,1,Commercial associate,Civil marriage,House / apartment,Sales staff,405000.0
6007096,Female,1,Commercial associate,Married,House / apartment,Waiters/barmen staff,202500.0
6481759,Female,1,Commercial associate,Widow,House / apartment,Core staff,247500.0
5680162,Female,1,Working,Married,House / apartment,Core staff,157500.0
5866909,Female,1,Working,Married,House / apartment,Core staff,292500.0
5028503,Male,1,Working,Single / not married,House / apartment,Core staff,265500.0
5857273,Female,1,Commercial associate,Married,House / apartment,Sales staff,90000.0
7683594,Female,1,Working,Married,House / apartment,Sales staff,112500.0
6008744,Female,1,Commercial associate,Married,House / apartment,Core staff,405000.0
5996441,Female,1,State servant,Married,House / apartment,Core staff,337500.0
6519194,Female,1,Working,Married,House / apartment,Core staff,90000.0
6730184,Female,1,Working,Married,House / apartment,Private service staff,81000.0
6520204,Female,1,Working,Single / not married,House / apartment,Core staff,270000.0
6780618,Male,1,State servant,Married,Office apartment,Core staff,216000.0
6053018,Female,1,Commercial associate,Married,House / apartment,Core staff,211500.0
6423585,Male,1,Working,Separated,With parents,High skill tech staff,189000.0
5345631,Male,1,State servant,Married,Office apartment,High skill tech staff,585000.0
6484824,Male,1,Working,Married,House / apartment,Sales staff,315000.0
5010564,Female,1,Working,Married,House / apartment,Sales staff,121500.0
6233910,Female,1,State servant,Married,House / apartment,Core staff,315000.0
6173345,Female,1,Working,Married,House / apartment,Sales staff,450000.0
6008708,Female,1,State servant,Married,House / apartment,Core staff,193500.0
6229130,Female,1,Working,Civil marriage,House / apartment,Sales staff,135000.0
6639703,Female,1,Working,Civil marriage,House / apartment,Core staff,270000.0
6661436,Male,1,State servant,Married,House / apartment,Core staff,270000.0
5792170,Female,1,Working,Married,House / apartment,Medicine staff,135000.0
6737539,Female,1,State servant,Married,House / apartment,Core staff,225000.0
5317991,Female,1,Working,Married,With parents,Core staff,135000.0
6078362,Female,1,Commercial associate,Married,House / apartment,Sales staff,247500.0
7367453,Female,1,Commercial associate,Married,House / apartment,Sales staff,337500.0
6723673,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,450000.0
5934536,Male,1,State servant,Married,House / apartment,Security staff,180000.0
5384706,Female,1,State servant,Married,House / apartment,Core staff,202500.0
5829878,Female,1,Working,Married,House / apartment,Core staff,157500.0
6736636,Male,1,State servant,Married,House / apartment,Core staff,180000.0
5823882,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,225000.0
5680888,Female,1,Commercial associate,Married,House / apartment,Sales staff,180000.0
6209586,Male,1,Working,Married,House / apartment,Core staff,225000.0
5727682,Male,1,Commercial associate,Civil marriage,House / apartment,Core staff,202500.0
7723299,Male,1,Working,Married,House / apartment,Security staff,162000.0
5996447,Female,1,State servant,Married,House / apartment,Core staff,337500.0
6390667,Male,1,Working,Married,House / apartment,Core staff,283500.0
6292199,Female,1,Commercial associate,Civil marriage,House / apartment,High skill tech staff,180000.0
6416177,Male,1,Working,Married,House / apartment,Core staff,207000.0
6591953,Male,1,Working,Married,House / apartment,Security staff,135000.0
6591941,Male,1,Working,Married,House / apartment,Security staff,135000.0
6248384,Female,1,Working,Widow,House / apartment,High skill tech staff,180000.0
6591949,Male,1,Working,Married,House / apartment,Security staff,135000.0
5760604,Female,1,Working,Married,House / apartment,Sales staff,630000.0
6154000,Male,1,Commercial associate,Married,Municipal apartment,Core staff,270000.0
5796874,Female,1,Working,Married,House / apartment,Core staff,247500.0
6233913,Female,1,State servant,Married,House / apartment,Core staff,315000.0
5884595,Female,1,Working,Married,House / apartment,Core staff,247500.0
6106786,Female,1,Working,Married,Rented apartment,Core staff,112500.0
5029460,Female,1,Commercial associate,Civil marriage,House / apartment,Core staff,112500.0
6133261,Female,1,Commercial associate,Married,With parents,Core staff,202500.0
5772051,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,225000.0
5978861,Male,1,Working,Married,House / apartment,Sales staff,225000.0
5726409,Female,1,Working,Married,House / apartment,Core staff,157500.0
6394587,Male,1,Working,Single / not married,House / apartment,Core staff,252000.0
6106728,Female,1,Commercial associate,Married,House / apartment,Core staff,247500.0
5010517,Male,1,Working,Married,House / apartment,Sales staff,112500.0
6591852,Male,1,Working,Single / not married,House / apartment,Sales staff,202500.0
6211717,Female,1,Working,Separated,Municipal apartment,Sales staff,180000.0
6468349,Female,1,State servant,Married,House / apartment,Core staff,270000.0
5474417,Male,1,Working,Civil marriage,Rented apartment,Sales staff,225000.0
5105582,Male,1,Commercial associate,Married,House / apartment,Security staff,378000.0
6108689,Female,1,Commercial associate,Married,House / apartment,Core staff,450000.0
6032246,Female,1,State servant,Single / not married,House / apartment,Core staff,202500.0
5938189,Female,1,Working,Married,With parents,Core staff,180000.0
5667809,Male,1,Commercial associate,Married,House / apartment,Sales staff,202500.0
5841079,Female,1,Working,Married,House / apartment,Core staff,292500.0
6132454,Female,1,State servant,Married,Rented apartment,Core staff,315000.0
6416178,Male,1,Working,Married,House / apartment,Core staff,207000.0
5796833,Female,1,Working,Married,House / apartment,Sales staff,112500.0
5702070,Female,1,Commercial associate,Separated,House / apartment,Core staff,211500.0
6485094,Female,1,Commercial associate,Married,House / apartment,Sales staff,126000.0
6248383,Female,1,Working,Widow,House / apartment,High skill tech staff,180000.0
6261586,Male,1,Working,Civil marriage,With parents,Core staff,157500.0
6670768,Female,1,State servant,Married,House / apartment,Core staff,144000.0
5627752,Male,1,Working,Married,House / apartment,Core staff,405000.0
6296543,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,405000.0
6047130,Female,1,Working,Married,House / apartment,Core staff,112500.0
6782848,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,225000.0
5995996,Male,1,State servant,Married,With parents,Core staff,180000.0
6464409,Female,1,Working,Single / not married,House / apartment,HR staff,270000.0
6248381,Female,1,Working,Widow,House / apartment,High skill tech staff,180000.0
6022376,Female,1,Working,Married,House / apartment,Sales staff,225000.0
5384705,Female,1,State servant,Married,House / apartment,Core staff,202500.0
5841492,Male,1,Commercial associate,Married,House / apartment,Core staff,270000.0
6835877,Female,1,State servant,Married,House / apartment,Core staff,180000.0
6022375,Female,1,Working,Married,House / apartment,Sales staff,225000.0
6363324,Female,1,Working,Married,House / apartment,Sales staff,180000.0
6367652,Female,1,Working,Married,House / apartment,Core staff,202500.0
7486144,Male,1,Working,Single / not married,House / apartment,Medicine staff,270000.0
6242800,Male,1,Commercial associate,Married,House / apartment,Sales staff,90000.0
